time,temperature_2m,dew_point_2m,relative_humidity_2m,precipitation,cloud_cover,pressure_msl,wind_speed_10m,wind_speed_100m,wind_direction_10m,wind_gusts_10m,shortwave_radiation,direct_radiation,diffuse_radiation,sunshine_duration,rain,snowfall,vapour_pressure_deficit,et0_fao_evapotranspiration,soil_temperature_0_to_7cm,soil_temperature_7_to_28cm,soil_temperature_28_to_100cm,soil_temperature_100_to_255cm,soil_moisture_0_to_7cm,soil_moisture_7_to_28cm,soil_moisture_28_to_100cm,soil_moisture_100_to_255cm
2026-07-30 17:00:00+00:00,32.2,10.0,26,0.0,2,1017.9,2.61,3.92,70,5.4,194.0,135.0,59.0,3600.0,0.0,0.0,3.58,0.23,34.9,26.5,20.4,15.8,0.091,0.148,0.17,0.255
2026-07-30 18:00:00+00:00,29.8,9.9,29,0.0,5,1018.1,3.29,6.1,81,5.1,54.0,29.0,25.0,3600.0,0.0,0.0,2.97,0.17,33.3,26.9,20.5,15.8,0.091,0.148,0.17,0.255
2026-07-30 19:00:00+00:00,28.3,9.7,31,0.0,2,1018.4,3.76,7.18,86,6.9,0.0,0.0,0.0,0.0,0.0,0.0,2.64,0.19,31.5,27.0,20.6,15.8,0.091,0.148,0.17,0.255
2026-07-30 20:00:00+00:00,26.7,10.1,35,0.0,1,1018.7,3.25,6.42,93,6.8,0.0,0.0,0.0,0.0,0.0,0.0,2.27,0.12,30.0,27.0,20.6,15.8,0.091,0.148,0.17,0.255
2026-07-30 21:00:00+00:00,25.5,11.0,40,0.0,0,1018.9,3.11,6.21,94,5.8,0.0,0.0,0.0,0.0,0.0,0.0,1.94,0.1,28.6,27.0,20.6,15.8,0.091,0.148,0.17,0.255
2026-07-30 22:00:00+00:00,24.8,11.8,44,0.0,0,1018.8,2.8,5.67,93,5.4,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.09,27.4,26.9,20.6,15.8,0.091,0.148,0.17,0.255
2026-07-30 23:00:00+00:00,24.1,12.3,48,0.0,0,1018.4,2.8,5.64,91,4.7,0.0,0.0,0.0,0.0,0.0,0.0,1.57,0.08,26.4,26.8,20.7,15.8,0.091,0.148,0.17,0.255
2026-07-31 00:00:00+00:00,22.5,12.3,52,0.0,0,1018.5,3.14,6.46,99,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.07,24.5,26.1,20.6,15.8,0.091,0.148,0.17,0.255
2026-07-31 01:00:00+00:00,22.2,12.4,54,0.0,0,1018.3,3.27,6.74,96,5.7,0.0,0.0,0.0,0.0,0.0,0.0,1.23,0.07,23.9,26.0,20.6,15.8,0.091,0.148,0.17,0.255
2026-07-31 02:00:00+00:00,21.5,12.5,57,0.0,0,1018.2,3.15,6.35,87,5.7,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.06,23.3,25.8,20.6,15.8,0.091,0.148,0.17,0.255
2026-07-31 03:00:00+00:00,20.6,12.7,61,0.0,0,1018.2,2.86,5.71,86,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.05,22.7,25.6,20.6,15.8,0.091,0.148,0.17,0.255
2026-07-31 04:00:00+00:00,20.5,12.9,62,0.0,0,1018.3,2.96,5.46,85,5.2,23.0,10.0,13.0,2412.02,0.0,0.0,0.92,0.06,22.3,25.4,20.6,15.9,0.091,0.148,0.17,0.255
2026-07-31 05:00:00+00:00,22.2,13.4,57,0.0,0,1018.4,2.3,4.61,77,5.3,144.0,94.0,50.0,3600.0,0.0,0.0,1.14,0.11,22.7,25.2,20.6,15.9,0.091,0.148,0.17,0.255
2026-07-31 06:00:00+00:00,24.8,13.7,50,0.0,0,1018.6,1.56,3.65,84,4.7,309.0,237.0,72.0,3600.0,0.0,0.0,1.57,0.21,24.0,25.1,20.7,15.9,0.091,0.148,0.17,0.255
2026-07-31 07:00:00+00:00,28.2,13.4,40,0.0,0,1018.7,1.4,2.05,94,4.8,477.0,391.0,86.0,3600.0,0.0,0.0,2.29,0.34,26.2,25.0,20.7,15.9,0.091,0.148,0.17,0.255
2026-07-31 08:00:00+00:00,31.0,12.7,33,0.0,0,1018.5,1.81,2.44,104,5.8,629.0,533.0,96.0,3600.0,0.0,0.0,3.02,0.48,28.7,25.1,20.7,15.9,0.091,0.148,0.17,0.255
2026-07-31 09:00:00+00:00,32.7,10.7,26,0.0,0,1018.2,2.27,2.96,112,6.8,750.0,647.0,103.0,3600.0,0.0,0.0,3.66,0.6,31.2,25.2,20.7,15.9,0.091,0.148,0.17,0.255
2026-07-31 10:00:00+00:00,33.9,10.0,23,0.0,0,1017.8,1.97,2.55,120,6.8,831.0,724.0,107.0,3600.0,0.0,0.0,4.05,0.66,33.5,25.4,20.7,15.9,0.091,0.148,0.17,0.254
2026-07-31 11:00:00+00:00,34.7,9.8,22,0.0,0,1017.2,1.51,1.97,124,6.5,865.0,757.0,108.0,3600.0,0.0,0.0,4.32,0.68,35.6,25.7,20.7,15.9,0.091,0.148,0.17,0.254
2026-07-31 12:00:00+00:00,36.3,8.9,19,0.0,0,1016.3,1.25,1.63,67,5.8,848.0,741.0,107.0,3600.0,0.0,0.0,4.89,0.67,37.7,26.4,20.9,15.9,0.091,0.148,0.17,0.254
2026-07-31 13:00:00+00:00,36.6,8.5,18,0.0,1,1015.6,1.33,1.78,56,5.3,781.0,677.0,104.0,3600.0,0.0,0.0,5.02,0.62,38.8,26.8,20.9,15.9,0.091,0.148,0.17,0.254
2026-07-31 14:00:00+00:00,36.7,8.1,17,0.0,0,1015.1,1.43,1.89,54,5.3,671.0,572.0,99.0,3600.0,0.0,0.0,5.08,0.54,39.3,27.1,20.9,15.9,0.091,0.148,0.17,0.254
2026-07-31 15:00:00+00:00,36.5,7.8,17,0.0,2,1014.7,1.43,1.95,65,5.2,529.0,440.0,89.0,3600.0,0.0,0.0,5.03,0.43,39.1,27.5,21.0,15.9,0.091,0.148,0.17,0.254
2026-07-31 16:00:00+00:00,35.8,8.0,18,0.0,8,1014.6,1.51,2.07,84,4.9,349.0,271.0,78.0,3600.0,0.0,0.0,4.81,0.3,38.2,27.8,21.0,15.9,0.091,0.148,0.169,0.254
2026-07-31 17:00:00+00:00,34.0,10.1,23,0.0,10,1014.4,1.44,2.32,110,4.3,184.0,124.0,60.0,3600.0,0.0,0.0,4.07,0.18,36.7,28.1,21.0,15.9,0.091,0.148,0.169,0.254
2026-07-31 18:00:00+00:00,31.1,10.2,28,0.0,5,1014.6,1.2,3.0,90,2.9,50.0,26.0,24.0,3600.0,0.0,0.0,3.27,0.07,34.8,28.4,21.1,15.9,0.091,0.148,0.169,0.254
2026-07-31 19:00:00+00:00,30.0,9.5,28,0.0,5,1015.0,2.49,4.48,75,3.9,0.0,0.0,0.0,0.0,0.0,0.0,3.04,0.15,32.8,28.5,21.1,15.9,0.091,0.148,0.169,0.254
2026-07-31 20:00:00+00:00,29.4,10.2,30,0.0,3,1015.2,3.17,6.43,84,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2.85,0.14,31.3,28.5,21.1,15.9,0.091,0.148,0.169,0.254
2026-07-31 21:00:00+00:00,28.1,10.8,34,0.0,2,1015.2,3.03,5.98,82,5.6,0.0,0.0,0.0,0.0,0.0,0.0,2.51,0.12,30.2,28.5,21.1,15.9,0.091,0.148,0.169,0.254
2026-07-31 22:00:00+00:00,26.8,11.8,39,0.0,1,1015.2,2.92,5.67,83,5.3,0.0,0.0,0.0,0.0,0.0,0.0,2.14,0.1,29.0,28.4,21.2,15.9,0.091,0.148,0.169,0.254
2026-07-31 23:00:00+00:00,25.6,12.7,45,0.0,1,1015.0,2.55,5.31,91,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.81,0.08,28.0,28.3,21.2,15.9,0.091,0.147,0.169,0.254
2026-08-01 00:00:00+00:00,23.6,13.6,53,0.0,0,1015.1,2.99,5.51,108,4.3,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.07,26.2,27.2,21.2,15.9,0.097,0.147,0.169,0.254
2026-08-01 01:00:00+00:00,22.4,14.2,60,0.0,0,1014.9,2.8,5.06,117,5.2,0.0,0.0,0.0,0.0,0.0,0.0,1.09,0.05,25.3,27.0,21.2,15.9,0.097,0.147,0.169,0.254
2026-08-01 02:00:00+00:00,21.9,14.1,61,0.0,0,1015.0,2.99,5.59,128,5.4,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.05,24.5,26.9,21.2,15.9,0.096,0.147,0.169,0.254
2026-08-01 03:00:00+00:00,21.8,13.4,59,0.0,0,1015.1,1.84,4.89,133,5.2,0.0,0.0,0.0,0.0,0.0,0.0,1.07,0.03,23.8,26.7,21.2,15.9,0.096,0.147,0.169,0.254
2026-08-01 04:00:00+00:00,22.3,12.8,55,0.0,0,1015.2,1.97,4.3,144,3.1,21.0,10.0,11.0,2439.36,0.0,0.0,1.21,0.05,23.2,26.5,21.2,15.9,0.096,0.147,0.169,0.254
2026-08-01 05:00:00+00:00,24.1,13.2,51,0.0,0,1015.3,2.23,4.6,146,4.5,140.0,92.0,48.0,3600.0,0.0,0.0,1.48,0.13,23.7,26.3,21.2,15.9,0.096,0.147,0.169,0.254
2026-08-01 06:00:00+00:00,26.0,13.7,47,0.0,0,1015.5,2.39,4.11,169,5.1,305.0,234.0,71.0,3600.0,0.0,0.0,1.78,0.24,24.9,26.1,21.3,15.9,0.096,0.147,0.169,0.254
2026-08-01 07:00:00+00:00,28.5,13.9,41,0.0,0,1015.2,2.33,3.3,189,6.3,474.0,388.0,86.0,3600.0,0.0,0.0,2.3,0.37,26.7,26.0,21.3,15.9,0.095,0.147,0.169,0.254
2026-08-01 08:00:00+00:00,30.9,13.9,36,0.0,0,1015.2,2.28,3.07,199,6.5,627.0,531.0,96.0,3600.0,0.0,0.0,2.87,0.49,29.0,26.0,21.3,16.0,0.095,0.147,0.169,0.254
2026-08-01 09:00:00+00:00,32.9,13.1,30,0.0,2,1015.1,2.51,3.29,223,7.1,748.0,646.0,102.0,3600.0,0.0,0.0,3.49,0.61,31.3,26.1,21.3,16.0,0.094,0.147,0.169,0.254
2026-08-01 10:00:00+00:00,34.5,12.5,27,0.0,0,1014.9,2.23,2.87,236,7.2,828.0,722.0,106.0,3600.0,0.0,0.0,4.0,0.67,33.6,26.3,21.3,16.0,0.094,0.147,0.169,0.254
2026-08-01 11:00:00+00:00,35.6,11.1,23,0.0,2,1014.5,1.53,1.87,238,6.7,832.0,717.0,115.0,3600.0,0.0,0.0,4.47,0.67,35.6,26.6,21.3,16.0,0.093,0.147,0.169,0.254
2026-08-01 12:00:00+00:00,36.8,9.3,19,0.0,4,1014.0,1.46,1.79,239,5.6,779.0,654.0,125.0,3600.0,0.0,0.0,5.04,0.64,38.1,27.1,21.4,16.0,0.091,0.147,0.169,0.254
2026-08-01 13:00:00+00:00,36.9,8.4,18,0.0,2,1013.3,1.76,2.2,250,6.0,769.0,660.0,109.0,3600.0,0.0,0.0,5.12,0.63,39.2,27.4,21.4,16.0,0.091,0.147,0.169,0.254
2026-08-01 14:00:00+00:00,36.9,7.5,17,0.0,2,1013.0,2.17,2.74,251,6.4,664.0,562.0,102.0,3600.0,0.0,0.0,5.19,0.57,39.5,27.8,21.4,16.0,0.09,0.147,0.169,0.253
2026-08-01 15:00:00+00:00,36.6,6.6,16,0.0,2,1012.7,1.81,2.32,256,6.4,519.0,428.0,91.0,3600.0,0.0,0.0,5.15,0.44,39.2,28.1,21.5,16.0,0.09,0.147,0.169,0.253
2026-08-01 16:00:00+00:00,36.1,6.1,16,0.0,2,1012.4,0.32,0.4,288,5.3,355.0,277.0,78.0,3600.0,0.0,0.0,5.02,0.23,38.4,28.5,21.5,16.0,0.09,0.147,0.169,0.253
2026-08-01 17:00:00+00:00,35.2,9.9,21,0.0,1,1012.1,0.5,0.72,186,2.5,189.0,131.0,58.0,3600.0,0.0,0.0,4.45,0.12,37.2,28.7,21.5,16.0,0.09,0.147,0.169,0.253
2026-08-01 18:00:00+00:00,32.2,9.3,24,0.0,2,1012.1,1.05,2.28,155,1.2,49.0,26.0,23.0,3600.0,0.0,0.0,3.64,0.06,35.1,28.8,21.5,16.0,0.09,0.147,0.169,0.253
2026-08-01 19:00:00+00:00,31.1,8.1,24,0.0,9,1012.5,1.03,1.94,133,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.44,0.08,33.1,28.9,21.5,16.0,0.09,0.147,0.169,0.253
2026-08-01 20:00:00+00:00,29.4,8.1,26,0.0,1,1012.8,0.79,1.64,108,1.7,0.0,0.0,0.0,0.0,0.0,0.0,3.02,0.03,31.4,28.9,21.5,16.0,0.09,0.147,0.169,0.253
2026-08-01 21:00:00+00:00,27.9,8.3,29,0.0,1,1013.1,2.66,3.88,102,4.3,0.0,0.0,0.0,0.0,0.0,0.0,2.65,0.12,30.0,28.9,21.6,16.0,0.09,0.147,0.169,0.253
