time,poa_irradiance_w_m2,pv_power_kw_per_kwp,pv_cell_temperature_c,air_density_kg_m3,hub_wind_speed_ms,density_corrected_wind_ms,wind_capacity_factor,wind_power_density_w_m2
2026-09-14 18:00:00+00:00,0.0,0.0,17.3,1.2191226039082368,3.99,3.9836085944555446,0.021291259416791226,38.72006476412665
2026-09-14 19:00:00+00:00,0.0,0.0,16.8,1.2214281304095627,3.48,3.4766143654239072,0.00883086858495322,25.738050821090823
2026-09-14 20:00:00+00:00,0.0,0.0,16.3,1.223649880219505,3.23,3.2288129278984297,0.003916006372316356,20.61744018907745
2026-09-14 21:00:00+00:00,0.0,0.0,15.5,1.2271478736812156,3.86,3.862254680687198,0.0179972348033375,35.28814404529223
2026-09-14 22:00:00+00:00,0.0,0.0,15.1,1.2290083442130206,3.9,3.9042491218645123,0.019114108613359312,36.45177298518608
2026-09-14 23:00:00+00:00,0.0,0.0,14.3,1.2323601445352321,3.79,3.797575310646963,0.016323944423822356,33.54480554726461
2026-09-15 00:00:00+00:00,0.0,0.0,13.3,1.236959799397887,3.26,3.270574896722941,0.0046938437283729866,21.427839761451995
2026-09-15 01:00:00+00:00,0.0,0.0,12.8,1.2389351051057422,3.36,3.3726926596474613,0.006681109418153551,23.498297361170998
2026-09-15 02:00:00+00:00,0.0,0.0,12.5,1.2402849226306396,3.67,3.6852010772851775,0.013549462664948948,30.65417704576037
2026-09-15 03:00:00+00:00,0.0,0.0,12.3,1.24129663694527,4.05,4.067880501591036,0.02370009994330052,41.22974537717695
2026-09-15 04:00:00+00:00,0.0,0.0,12.3,1.2414747758041031,4.77,4.791288435258266,0.04878950547883975,67.36945615194772
2026-09-15 05:00:00+00:00,25.26556520746871,0.025341456450777067,13.801108813546682,1.2371516561681837,5.14,5.156939895632034,0.06475238658740802,84.00058337092341
2026-09-15 06:00:00+00:00,179.02169256675154,0.17538728655633265,19.87017810044825,1.2276174075691337,4.96,4.963530096931408,0.05601684865982884,74.89935398685094
2026-09-15 07:00:00+00:00,390.54532302554094,0.3698009586821151,28.415730998688325,1.2159733956008971,3.09,3.082391564951804,0.0013440487289249265,17.93781396883955
2026-09-15 08:00:00+00:00,596.6764456687248,0.551255930091453,34.406906646434344,1.2081821744595882,3.31,3.2947826636093485,0.005153920612597662,21.907176614242527
2026-09-15 09:00:00+00:00,759.7540930459572,0.6845261572478628,40.36879268138678,1.2027100274984586,2.91,2.8922418328393182,0.0,14.818693080515862
2026-09-15 10:00:00+00:00,841.2593139407926,0.7471723781461059,43.70848629212412,1.198349771797576,2.81,2.7894729617989604,0.0,13.29451693449263
2026-09-15 11:00:00+00:00,849.708120830662,0.7497348885967623,45.22290856628929,1.1953519557951346,2.52,2.4995036581514576,0.0,9.564613455702593
2026-09-15 12:00:00+00:00,789.3389913472307,0.7017027679194838,43.49604819283492,1.18868712415544,3.18,3.1482625497295498,0.002471595514909172,19.112562682152063
2026-09-15 13:00:00+00:00,685.6025048524709,0.6127311332630581,42.262519961781265,1.1877081482751568,2.67,2.6426266503768776,0.0,11.303515245348752
2026-09-15 14:00:00+00:00,504.16242609341816,0.4583659372571747,38.23874347601994,1.1878076960939055,2.3,2.2764835586402303,0.0,7.226028119187273
2026-09-15 15:00:00+00:00,273.078672802291,0.2560293115490647,30.84215640728144,1.1897139904164036,3.02,2.990720100630038,0.0,16.384507892072588
2026-09-15 16:00:00+00:00,99.68908650245368,0.09557054732214695,25.342146383999015,1.1946784155639818,3.5,3.470880705750583,0.008708844529535194,25.61091853365286
2026-09-15 17:00:00+00:00,8.34894735944037,0.00813192964519507,21.352453716812224,1.2001627926310385,3.0,2.979586135125576,0.0,16.20219770051902
2026-09-15 18:00:00+00:00,0.0,0.0,19.3,1.2080615037166222,1.48,1.4731468255377151,0.0,1.958142059128258
2026-09-15 19:00:00+00:00,0.0,0.0,18.5,1.2112679907139987,0.16,0.15939989584614175,0.0,0.0024806768449822697
2026-09-15 20:00:00+00:00,0.0,0.0,17.9,1.2139002784175752,0.96,0.9570916790288334,0.0,0.5369906383630259
2026-09-15 21:00:00+00:00,0.0,0.0,16.8,1.2187717455577227,0.43,0.4292700133052981,0.0,0.04845044258702893
